horse_id,sire_id,sire_name,damsire_id,damsire_name
2009101991,000a000d5d,アジュディケーティングAdjudicating(米),000a001c5e,Rahy
2009102014,000a000d77,オペラハウスOpera House(英),000a00033a,サンデーサイレンスSunday Silence(米)
2009102026,2000101561,リンカーン,1994109686,タイキシャトル
2009102028,1994109361,ブラックホーク,000a00013a,フレンチデピュティFrench Deputy(米)
2009102058,1989108341,サクラバクシンオー,1996107396,アドマイヤベガ
2009102071,000a00035e,ティンバーカントリーTimber Country(米),000a0003c6,ロイヤルスキー
2009102128,2002100816,ディープインパクト,000a000325,スピニングワールドSpinning World(米)
2009102166,000a0108d1,ケイムホームCame Home(米),000a00033a,サンデーサイレンスSunday Silence(米)
2009102179,2000101517,ゼンノロブロイ,000a00010f,エンドスウィープEnd Sweep(米)
2009102195,000a0108d1,ケイムホームCame Home(米),000a00014a,ジェリGeri(米)
2009102216,1999110099,シンボリクリスエス,1993109188,ダンスインザダーク
2009102255,1999107004,アドマイヤマックス,1991103498,サクラローレル
2009102297,1996107315,ブラックタキシード,000a000134,フォーティナイナーForty Niner(米)
2009102303,1999106689,ゴールドアリュール,1989108341,サクラバクシンオー
2009102330,000a00fc4c,ファスリエフFasliyev(米),000a00185d,Sadler's Wells(米)
2009102331,000a000d9d,キャプテンスティーヴCaptain Steve(米),000a000134,フォーティナイナーForty Niner(米)
2009102372,2001103460,キングカメハメハ,000a00033a,サンデーサイレンスSunday Silence(米)
2009102376,1990109700,ホワイトマズルWhite Muzzle(英),1993109188,ダンスインザダーク
2009102385,1995190007,ディクタットDiktat(英),000a001815,Diesis
2009102413,000a000082,ブライアンズタイムBrian's Time(米),000a00033a,サンデーサイレンスSunday Silence(米)
2009102434,1999110099,シンボリクリスエス,000a001a98,Storm Cat(米)
2009102449,2002100816,ディープインパクト,000a0001d6,ラストタイクーンLast Tycoon(愛)
2009102459,1994108729,ステイゴールド,000a001c68,Red Ransom
2009102469,2001103114,ダイワメジャー,000a001849,Deputy Minister
2009102471,000a010a10,ロージズインメイRoses in May(米),000a0000d3,Danzig
2009102472,1999106689,ゴールドアリュール,000a0002b0,リズムRhythm(米)
2009102477,2001103460,キングカメハメハ,1992109618,フジキセキ
2009102527,2003102991,アドマイヤムーン,1989108341,サクラバクシンオー
2009102545,1995108558,マイネルラヴ,000a0002ea,セクレトSecreto(米)
2009102554,2003102991,アドマイヤムーン,000a000082,ブライアンズタイムBrian's Time(米)
2009102591,1990109700,ホワイトマズルWhite Muzzle(英),000a000083,ブロッコBrocco(米)
2009102603,1997106560,スターリングローズ,000a000148,ジェネラスGenerous(愛)
2009102606,000a010a10,ロージズインメイRoses in May(米),000a00033a,サンデーサイレンスSunday Silence(米)
2009102620,2001103114,ダイワメジャー,000a001fab,Selkirk
2009102640,1998101786,ジャングルポケット,000a00033a,サンデーサイレンスSunday Silence(米)
2009102651,2003102991,アドマイヤムーン,000a001bea,Seeking the Gold
2009102658,000a00214a,Cherokee Run,000a001d37,A.P. Indy
2009102663,1998190003,ストーミングホームStorming Home(英),000a0017d2,Green Desert
2009102678,2002100816,ディープインパクト,000a0022d1,Dubai Millennium(英)
2009102704,1999107196,マイネルセレクト,000a0002bd,ルションRousillon(米)
2009102706,2001103038,ハーツクライ,000a00013a,フレンチデピュティFrench Deputy(米)
2009102738,1999106756,デュランダル,000a0000d3,Danzig
2009102742,2001103038,ハーツクライ,000a000013,アフリートAfleet(加)
2009102750,000a00fa36,マリエンバードMarienbard(愛),000a00033b,サンシャインフォーエヴァーSunshine Forever(米)
2009102772,2000101557,スパイキュール,000a000148,ジェネラスGenerous(愛)
2009102797,2001103890,スズカマンボ,000a000d6c,タイトスポットTight Spot(米)
2009102838,1998110135,クロフネ,000a001beb,Woodman
2009102856,1995108602,アメリカンボス,000a000d02,ワッスルタッチWassl Touch(米)
2009102912,2002100816,ディープインパクト,000a0022d2,キングズベストKing's Best(米)
2009102923,2001103460,キングカメハメハ,1998110135,クロフネ
2009102924,1993109188,ダンスインザダーク,000a000258,ノーザンテーストNorthern Taste(加)
2009102956,1999110191,アサクサデンエン,1992109612,タヤスツヨシ
2009102965,1988109108,スターオブコジーンStar of Cozzene(米),1992109618,フジキセキ
2009102973,1998101554,マンハッタンカフェ,000a0000cc,ダンシングブレーヴDancing Brave(米)
2009103013,1999100226,タニノギムレット,000a00033a,サンデーサイレンスSunday Silence(米)
2009103031,1998101804,ボーンキング,000a0000b0,コマンダーインチーフCommander in Chief(英)
2009103053,2000101426,ネオユニヴァース,1994109686,タイキシャトル
2009103113,1999107004,アドマイヤマックス,000a000d5d,アジュディケーティングAdjudicating(米)
2009103120,1997110043,タップダンスシチー,000a00013a,フレンチデピュティFrench Deputy(米)
2009103165,2003102991,アドマイヤムーン,000a0002a6,リアルシャダイReal Shadai(米)
2009103167,1997110118,イーグルカフェ,1993109188,ダンスインザダーク
2009103182,1997105461,ニューイングランド,000a00193d,Lord at War
2009103236,000a0108d1,ケイムホームCame Home(米),000a000d5d,アジュディケーティングAdjudicating(米)
2009103338,2002100594,トーセンダンス,000a001bea,Seeking the Gold
2009103341,1993109220,フサイチコンコルド,000a001fbc,Gilded Time
2009103377,1992109612,タヤスツヨシ,000a0001d4,ラムタラLammtarra(米)
2009103381,1992102988,マヤノトップガン,1979101744,アスワン
2009103405,2001103890,スズカマンボ,000a0001d4,ラムタラLammtarra(米)
2009103406,1999106738,ローエングリン,000a000d4c,マジックマイルズMagic Miles(米)
2009103431,1989108341,サクラバクシンオー,1992109618,フジキセキ
2009103435,2002100996,サムライハート,000a00185f,Wild Again
2009103439,1997103699,アドマイヤボス,1985103538,サッカーボーイ
2009103441,1997110179,ゼンノエルシド,000a0001d6,ラストタイクーンLast Tycoon(愛)
2009103443,1999106756,デュランダル,000a001f5a,Salt Lake
2009103495,2001103890,スズカマンボ,000a000082,ブライアンズタイムBrian's Time(米)
2009103505,2003102991,アドマイヤムーン,000a001fb5,El Prado
2009103509,1996110138,サウスヴィグラス,000a000d99,スキャターザゴールドScatter the Gold(加)
2009103514,2002100816,ディープインパクト,000a001d7e,Kingmambo(米)
2009103516,2001103890,スズカマンボ,000a000082,ブライアンズタイムBrian's Time(米)
2009103518,000a011099,シニスターミニスターSinister Minister(米),1985109002,アサティスAssatis(米)
2009103527,1996110138,サウスヴィグラス,000a0012f3,Persian Bold
2009103539,2001103890,スズカマンボ,000a000d66,スラヴィックSlavic(米)
2009103618,1997110025,アグネスデジタル,000a000d01,パークリージェントPark Regent(加)
2009103630,1999107052,アドマイヤドン,000a000081,ブレイヴェストローマンBravest Roman(米)
2009103661,1994109686,タイキシャトル,000a00033a,サンデーサイレンスSunday Silence(米)
2009103720,2002100594,トーセンダンス,1991109943,オースミタイクーン
2009103736,2001103114,ダイワメジャー,000a000082,ブライアンズタイムBrian's Time(米)
2009103759,2001103114,ダイワメジャー,1983109006,トニービンTony Bin(愛)
2009103766,000a000082,ブライアンズタイムBrian's Time(米),000a0000b0,コマンダーインチーフCommander in Chief(英)
2009103775,000a00013a,フレンチデピュティFrench Deputy(米),1992109618,フジキセキ
2009103816,1989108341,サクラバクシンオー,000a000082,ブライアンズタイムBrian's Time(米)
2009103841,1995104427,キングヘイロー,000a00185f,Wild Again
2009103847,1995104427,キングヘイロー,1985103538,サッカーボーイ
2009103871,2002102324,アドマイヤジャパン,000a0000d3,Danzig
2009103897,1997110025,アグネスデジタル,1988109110,ミシルMisil(米)
2009103929,000a00fa33,カリズマティックCharismatic(米),000a0001a7,ジェイドロバリーJade Robbery(米)
2009103991,000a0108d1,ケイムホームCame Home(米),000a000082,ブライアンズタイムBrian's Time(米)
2009104044,1995108558,マイネルラヴ,1978103667,リードワンダー
2009104055,2000101561,リンカーン,000a000134,フォーティナイナーForty Niner(米)
2009104149,1998110135,クロフネ,000a00033a,サンデーサイレンスSunday Silence(米)
2009104150,1995103211,スペシャルウィーク,1994109686,タイキシャトル
2009104164,1994109686,タイキシャトル,000a000013,アフリートAfleet(加)
2009104256,2001103460,キングカメハメハ,000a000843,ウォーニングWarning(英)
2009104275,2003102809,オンファイア,1997110179,ゼンノエルシド
2009104276,1994109686,タイキシャトル,000a000148,ジェネラスGenerous(愛)
2009104340,000a010a10,ロージズインメイRoses in May(米),000a00033a,サンデーサイレンスSunday Silence(米)
2009104366,2001103460,キングカメハメハ,000a0017c9,Irish River(仏)
2009104374,2000101557,スパイキュール,000a0001d4,ラムタラLammtarra(米)
2009104380,1993109188,ダンスインザダーク,000a000258,ノーザンテーストNorthern Taste(加)
2009104402,1995104468,スエヒロコマンダー,1983109006,トニービンTony Bin(愛)
2009104414,2001103038,ハーツクライ,000a000178,ヘネシーHennessy(米)
2009104499,1998103333,カルストンライトオ,000a0000fe,デュラブDoulab(米)
2009104505,2001100650,メイショウボーラー,1993190001,エリシオHelissio(仏)
2009104540,2000101517,ゼンノロブロイ,1989108341,サクラバクシンオー
2009104578,2001103038,ハーツクライ,000a000325,スピニングワールドSpinning World(米)
2009104585,2002100996,サムライハート,000a000354,テンビーTenby(英)
2009104653,000a010a10,ロージズインメイRoses in May(米),000a00033a,サンデーサイレンスSunday Silence(米)
2009104655,000a010a10,ロージズインメイRoses in May(米),1983109006,トニービンTony Bin(愛)
2009104661,1996106512,アドマイヤコジーン,1995103211,スペシャルウィーク
2009104662,1999107004,アドマイヤマックス,1992102988,マヤノトップガン
2009104665,000a010a10,ロージズインメイRoses in May(米),000a000082,ブライアンズタイムBrian's Time(米)
2009104679,1996107315,ブラックタキシード,000a000d48,キンググローリアスKing Glorious(米)
2009104827,000a000d77,オペラハウスOpera House(英),000a001bea,Seeking the Gold
2009104832,1992109618,フジキセキ,1995104427,キングヘイロー
2009104857,000a0109d5,スタチューオブリバティStatue of Liberty(米),000a00212c,Benny the Dip(米)
2009104863,1997101264,ゴールドヘイロー,000a000013,アフリートAfleet(加)
2009104870,000a011227,フォーティナイナーズサンFourty Niners Son(米),000a000082,ブライアンズタイムBrian's Time(米)
2009104888,1998190004,ファルブラヴFalbrav(愛),000a0017cc,Conquistador Cielo(米)
2009104928,1999106756,デュランダル,000a0000cc,ダンシングブレーヴDancing Brave(米)
2009104934,1998110135,クロフネ,1982101222,サクラユタカオー
2009104946,2000101426,ネオユニヴァース,000a0000cc,ダンシングブレーヴDancing Brave(米)
2009104947,1992109618,フジキセキ,1983109006,トニービンTony Bin(愛)
2009104957,000a010d7d,ルールオブローRule of Law(米),000a00007c,ボストンハーバーBoston Harbor(米)
2009104971,2001103114,ダイワメジャー,1987107235,メジロマックイーン
2009104975,1998101786,ジャングルポケット,1993109188,ダンスインザダーク
2009104977,1993109188,ダンスインザダーク,1983109006,トニービンTony Bin(愛)
2009104993,1999104188,ヤマニンセラフィム,000a00035e,ティンバーカントリーTimber Country(米)
2009104998,1990109700,ホワイトマズルWhite Muzzle(英),000a000d8a,ソウルオブザマターSoul of the Matter(米)
2009105000,1999104188,ヤマニンセラフィム,000a00013a,フレンチデピュティFrench Deputy(米)
2009105001,1997110025,アグネスデジタル,1982101222,サクラユタカオー
2009105006,1999110099,シンボリクリスエス,000a00033a,サンデーサイレンスSunday Silence(米)
2009105009,1993109188,ダンスインザダーク,000a0000cc,ダンシングブレーヴDancing Brave(米)
2009105017,2001103114,ダイワメジャー,000a001be1,Gone West
2009105019,2001103114,ダイワメジャー,000a001607,Mr. Prospector
2009105023,1992109618,フジキセキ,000a0001b8,キングオブキングスKing of Kings(愛)
2009105039,1989108341,サクラバクシンオー,000a00033a,サンデーサイレンスSunday Silence(米)
2009105048,1999100226,タニノギムレット,1993190001,エリシオHelissio(仏)
